production_id,crop_id,region_id,area_harvested,quantity,yield,time_id
20190250648,2019326,20190012019115,90,5807,64.52,201902
20190258792,2019327,20190012019115,38,2190,57.63,201902
20190272450,2019328,20190012019115,66,3356,50.85,201902
20190227331,2019329,20190012019115,96,2355,24.53,201902
20190225243,2019330,20190012019115,79,7731,97.86,201902
20190288665,2019331,20190012019115,81,1830,22.59,201902
20190222176,2019332,20190012019115,20,432,21.6,201902
20190275797,2019333,20190012019115,74,4980,67.3,201902
20190254702,2019334,20190012019115,92,7185,78.1,201902
20190227235,2019335,20190012019115,91,5953,65.42,201902
20190275847,2019304,20190012019116,32,5396,168.62,201902
20190256408,2019306,20190012019116,87,9045,103.97,201902
20190261771,2019301,20190012019116,66,896,13.58,201902
20190241331,2019319,20190012019116,58,3069,52.91,201902
20190233959,2019320,20190012019116,44,3045,69.2,201902
20190232361,2019304,20190012019117,50,2882,57.64,201902
20190283803,2019306,20190012019117,39,1759,45.1,201902
20190293125,2019301,20190012019117,76,2866,37.71,201902
20190263457,2019319,20190012019117,93,398,4.28,201902
20190255864,2019320,20190012019117,82,9333,113.82,201902
20190297971,2019304,20190012019118,41,9773,238.37,201902
20190285239,2019306,20190012019118,60,2943,49.05,201902
20190239421,2019301,20190012019118,41,4415,107.68,201902
20190201644,2019319,20190012019118,85,2475,29.12,201902
20190282768,2019320,20190012019118,88,3358,38.16,201902
20190234177,2019305,20190042019119,77,7468,96.99,201902
20190232253,2019314,20190042019119,49,276,5.63,201902
20190296773,2019321,20190042019119,85,8382,98.61,201902
20190298948,2019322,20190042019119,74,2432,32.86,201902
20190268169,2019305,20190042019120,57,9641,169.14,201902
20190275751,2019314,20190042019120,45,5934,131.87,201902
20190270193,2019321,20190042019120,91,7660,84.18,201902
20190245329,2019322,20190042019120,28,2928,104.57,201902
20190239404,2019305,20190022019121,97,9635,99.33,201902
20190281187,2019314,20190022019121,77,5787,75.16,201902
20190293820,2019317,20190022019121,33,5297,160.52,201902
20190209603,2019321,20190022019121,65,1719,26.45,201902
20190295117,2019305,20190022019122,94,8159,86.8,201902
20190233885,2019314,20190022019122,35,7387,211.06,201902
20190209472,2019317,20190022019122,64,1607,25.11,201902
20190272102,2019321,20190022019122,20,7923,396.15,201902
20190248738,2019322,20190032019123,46,563,12.24,201902
20190287346,2019321,20190032019123,55,5769,104.89,201902
20190225204,2019322,20190032019124,27,9918,367.33,201902
20190285202,2019321,20190032019124,55,3453,62.78,201902
20190296216,2019306,20190012019125,87,7181,82.54,201902
20190208854,2019304,20190012019125,94,6949,73.93,201902
20190208776,2019301,20190012019125,68,7808,114.82,201902
20190258775,2019319,20190012019125,41,7188,175.32,201902
20190200932,2019320,20190012019125,86,831,9.66,201902
20190222192,2019306,20190012019126,85,2409,28.34,201902
20190220904,2019304,20190012019126,39,5183,132.9,201902
20190216198,2019301,20190012019126,54,1691,31.31,201902
20190273548,2019319,20190012019126,29,3679,126.86,201902
20190280947,2019320,20190012019126,94,2923,31.1,201902
20190262477,2019302,20190012019127,38,4687,123.34,201902
20190255722,2019303,20190012019127,89,4763,53.52,201902
20190289857,2019304,20190012019127,66,3338,50.58,201902
20190212508,2019306,20190012019127,62,3370,54.35,201902
20190200920,2019313,20190012019127,51,8891,174.33,201902
20190229242,2019319,20190012019127,39,6566,168.36,201902
20190294940,2019320,20190012019127,68,6957,102.31,201902
20190264291,2019317,20190012019127,23,6800,295.65,201902
20190245257,2019318,20190012019127,44,5099,115.89,201902
20190209947,2019329,20190012019127,85,8363,98.39,201902
20190228676,2019331,20190012019127,55,6403,116.42,201902
20190277953,2019332,20190012019127,30,504,16.8,201902
20190270595,2019333,20190012019127,77,3892,50.55,201902
20190258108,2019327,20190012019127,38,2674,70.37,201902
20190268112,2019309,20190012019127,76,5189,68.28,201902
20190249837,2019310,20190012019127,37,4652,125.73,201902
20190270743,2019302,20190012019128,20,4060,203.0,201902
20190216818,2019303,20190012019128,71,6841,96.35,201902
20190292453,2019304,20190012019128,84,5319,63.32,201902
20190223008,2019306,20190012019128,72,495,6.88,201902
20190293962,2019313,20190012019128,28,3828,136.71,201902
20190254223,2019319,20190012019128,80,4277,53.46,201902
20190214636,2019320,20190012019128,21,3270,155.71,201902
20190249864,2019317,20190012019128,50,9490,189.8,201902
20190214092,2019318,20190012019128,75,392,5.23,201902
20190251477,2019329,20190012019128,98,2053,20.95,201902
20190208105,2019331,20190012019128,25,6204,248.16,201902
20190248813,2019332,20190012019128,87,7592,87.26,201902
20190278238,2019333,20190012019128,25,4759,190.36,201902
20190226147,2019327,20190012019128,48,6751,140.65,201902
20190257012,2019309,20190012019128,68,6167,90.69,201902
20190271539,2019310,20190012019128,22,2134,97.0,201902
20190281140,2019302,20190052019129,77,9196,119.43,201902
20190290907,2019312,20190052019129,91,4396,48.31,201902
20190279717,2019317,20190052019129,79,3183,40.29,201902
20190297876,2019322,20190052019129,44,7598,172.68,201902
20190261249,2019302,20190052019130,82,4831,58.91,201902
20190283035,2019312,20190052019130,65,4602,70.8,201902
20190207306,2019317,20190052019130,64,7367,115.11,201902
20190233202,2019322,20190052019130,80,3331,41.64,201902
20190360172,2019305,20190022019111,69,5849,84.77,201903
20190357438,2019306,20190022019111,34,1589,46.74,201903
20190322841,2019307,20190022019111,29,9813,338.38,201903
20190314051,2019308,20190022019111,25,3670,146.8,201903
20190306328,2019309,20190022019111,46,8328,181.04,201903
20190326056,2019310,20190022019111,92,8435,91.68,201903
20190319138,2019311,20190022019111,59,4098,69.46,201903
20190334167,2019312,20190022019111,22,8768,398.55,201903
20190394256,2019316,20190022019111,45,3585,79.67,201903
20190339133,2019317,20190022019111,51,9779,191.75,201903
20190372992,2019323,20190022019111,61,3365,55.16,201903
20190349718,2019325,20190022019111,30,7218,240.6,201903
20190393414,2019326,20190022019111,77,4453,57.83,201903
20190396942,2019335,20190022019111,70,4147,59.24,201903
20190323815,2019328,20190022019111,28,7449,266.04,201903
20190352670,2019330,20190022019111,77,4585,59.55,201903
20190321046,2019332,20190022019111,82,4482,54.66,201903
20190316943,2019333,20190022019111,82,8776,107.02,201903
20190322131,2019305,20190022019112,22,7271,330.5,201903
20190332803,2019306,20190022019112,100,9685,96.85,201903
20190345072,2019307,20190022019112,65,5603,86.2,201903
20190331673,2019308,20190022019112,24,9192,383.0,201903
20190382772,2019309,20190022019112,28,6426,229.5,201903
20190333291,2019310,20190022019112,52,4628,89.0,201903
20190382369,2019311,20190022019112,86,3361,39.08,201903
20190394443,2019312,20190022019112,54,843,15.61,201903
20190377597,2019316,20190022019112,22,2430,110.45,201903
20190332209,2019317,20190022019112,71,5401,76.07,201903
20190331641,2019323,20190022019112,94,6651,70.76,201903
20190337319,2019325,20190022019112,24,7034,293.08,201903
20190310512,2019326,20190022019112,75,2278,30.37,201903
20190303298,2019335,20190022019112,28,4476,159.86,201903
20190323351,2019328,20190022019112,50,2848,56.96,201903
20190384753,2019330,20190022019112,83,6990,84.22,201903
20190357719,2019332,20190022019112,33,9040,273.94,201903
20190366633,2019333,20190022019112,55,7301,132.75,201903
20190341672,2019301,20190022019113,94,2523,26.84,201903
20190341285,2019302,20190022019113,49,3490,71.22,201903
20190329296,2019305,20190022019113,53,3863,72.89,201903
20190315698,2019319,20190022019113,93,837,9.0,201903
20190379196,2019331,20190022019113,70,4088,58.4,201903
20190333562,2019316,20190022019113,21,4866,231.71,201903
20190376799,2019311,20190022019113,86,7662,89.09,201903
20190302409,2019301,20190022019114,66,6282,95.18,201903
20190314935,2019302,20190022019114,31,3076,99.23,201903
20190352021,2019305,20190022019114,95,1202,12.65,201903
20190395930,2019319,20190022019114,71,3162,44.54,201903
20190322745,2019331,20190022019114,83,6486,78.14,201903
20190330812,2019316,20190022019114,95,5182,54.55,201903
20190364568,2019311,20190022019114,23,5424,235.83,201903
20190371053,2019301,20190012019115,32,3984,124.5,201903
20190309538,2019303,20190012019115,43,4352,101.21,201903
20190376729,2019304,20190012019115,83,8284,99.81,201903
20190316717,2019306,20190012019115,51,5301,103.94,201903
20190332173,2019307,20190012019115,88,5821,66.15,201903
20190332876,2019308,20190012019115,94,3412,36.3,201903
20190351910,2019309,20190012019115,30,2059,68.63,201903
20190387352,2019310,20190012019115,90,3281,36.46,201903
20190360032,2019311,20190012019115,45,5211,115.8,201903
20190316827,2019313,20190012019115,90,1796,19.96,201903
20190313205,2019315,20190012019115,47,9894,210.51,201903
20190394155,2019316,20190012019115,65,1659,25.52,201903
20190386073,2019318,20190012019115,49,1293,26.39,201903
20190350564,2019319,20190012019115,61,668,10.95,201903
20190307459,2019320,20190012019115,67,3214,47.97,201903
20190310652,2019323,20190012019115,87,1831,21.05,201903
20190328881,2019324,20190012019115,88,9954,113.11,201903
20190309282,2019325,20190012019115,71,4642,65.38,201903
20190386097,2019326,20190012019115,67,1824,27.22,201903
20190355148,2019327,20190012019115,25,7957,318.28,201903
20190371732,2019328,20190012019115,24,471,19.62,201903
20190334728,2019329,20190012019115,45,7878,175.07,201903
20190395216,2019330,20190012019115,23,5445,236.74,201903
20190363275,2019331,20190012019115,68,4447,65.4,201903
20190370056,2019332,20190012019115,74,7466,100.89,201903
20190350068,2019333,20190012019115,26,3432,132.0,201903
20190387440,2019334,20190012019115,72,2305,32.01,201903
20190394072,2019335,20190012019115,74,7499,101.34,201903
20190383077,2019304,20190012019116,40,4731,118.28,201903
20190311579,2019306,20190012019116,44,6891,156.61,201903
20190354655,2019301,20190012019116,50,6680,133.6,201903
20190377422,2019319,20190012019116,49,7465,152.35,201903
20190378174,2019320,20190012019116,93,8464,91.01,201903
20190327159,2019304,20190012019117,41,7782,189.8,201903
20190365508,2019306,20190012019117,80,3720,46.5,201903
20190302629,2019301,20190012019117,77,9897,128.53,201903
20190377340,2019319,20190012019117,25,415,16.6,201903
20190372684,2019320,20190012019117,52,8138,156.5,201903
20190330100,2019304,20190012019118,73,6893,94.42,201903
20190379728,2019306,20190012019118,29,2177,75.07,201903
20190353120,2019301,20190012019118,36,4178,116.06,201903
20190377890,2019319,20190012019118,99,3850,38.89,201903
20190337176,2019320,20190012019118,23,341,14.83,201903
20190303643,2019305,20190042019119,31,9349,301.58,201903
20190314800,2019314,20190042019119,72,3124,43.39,201903
20190355183,2019321,20190042019119,28,3725,133.04,201903
20190381338,2019322,20190042019119,31,5077,163.77,201903
20190313837,2019305,20190042019120,66,4631,70.17,201903
20190309407,2019314,20190042019120,74,4655,62.91,201903
20190385099,2019321,20190042019120,69,4317,62.57,201903
20190379134,2019322,20190042019120,51,2821,55.31,201903
20190316869,2019305,20190022019121,74,5327,71.99,201903
20190360334,2019314,20190022019121,38,7572,199.26,201903
20190354237,2019317,20190022019121,35,1185,33.86,201903
20190354834,2019321,20190022019121,40,4399,109.97,201903
20190366418,2019305,20190022019122,29,3988,137.52,201903
20190344697,2019314,20190022019122,40,911,22.77,201903
20190330225,2019317,20190022019122,86,786,9.14,201903
20190373980,2019321,20190022019122,93,7712,82.92,201903
20190383902,2019322,20190032019123,89,922,10.36,201903
20190379964,2019321,20190032019123,62,2845,45.89,201903
20190378617,2019322,20190032019124,23,1311,57.0,201903
20190359667,2019321,20190032019124,91,2149,23.62,201903
20190380443,2019306,20190012019125,70,1679,23.99,201903
20190378511,2019304,20190012019125,43,8199,190.67,201903
20190323541,2019301,20190012019125,70,6202,88.6,201903
20190361221,2019319,20190012019125,92,2471,26.86,201903
20190307768,2019320,20190012019125,84,9474,112.79,201903
20190378087,2019306,20190012019126,31,284,9.16,201903
20190382189,2019304,20190012019126,64,3217,50.27,201903
20190391541,2019301,20190012019126,87,7960,91.49,201903
20190357377,2019319,20190012019126,23,3637,158.13,201903
20190337446,2019320,20190012019126,20,413,20.65,201903
20190313752,2019302,20190012019127,27,9897,366.56,201903
20190352099,2019303,20190012019127,25,8600,344.0,201903
20190348690,2019304,20190012019127,40,3072,76.8,201903
20190341435,2019306,20190012019127,77,4280,55.58,201903
20190396788,2019313,20190012019127,25,964,38.56,201903
20190379569,2019319,20190012019127,30,804,26.8,201903
20190353976,2019320,20190012019127,27,8120,300.74,201903
20190359375,2019317,20190012019127,63,1884,29.9,201903
20190351830,2019318,20190012019127,82,9649,117.67,201903
20190372636,2019329,20190012019127,99,7261,73.34,201903
20190321371,2019331,20190012019127,38,2848,74.95,201903
20190317424,2019332,20190012019127,62,6997,112.85,201903
20190394623,2019333,20190012019127,90,4516,50.18,201903
20190378736,2019327,20190012019127,34,4280,125.88,201903
20190398982,2019309,20190012019127,67,1797,26.82,201903
20190393762,2019310,20190012019127,41,476,11.61,201903
20190361450,2019302,20190012019128,72,6208,86.22,201903
20190386760,2019303,20190012019128,23,7215,313.7,201903
20190361611,2019304,20190012019128,72,8322,115.58,201903
20190361257,2019306,20190012019128,80,2741,34.26,201903
20190374824,2019313,20190012019128,67,5291,78.97,201903
20190345968,2019319,20190012019128,42,977,23.26,201903
20190367944,2019320,20190012019128,90,5273,58.59,201903
20190309177,2019317,20190012019128,22,3940,179.09,201903
20190351769,2019318,20190012019128,100,1249,12.49,201903
20190320967,2019329,20190012019128,32,5212,162.88,201903
20190332743,2019331,20190012019128,91,8185,89.95,201903
20190305778,2019332,20190012019128,83,5900,71.08,201903
20190318441,2019333,20190012019128,42,4524,107.71,201903
20190326480,2019327,20190012019128,55,3076,55.93,201903
20190354955,2019309,20190012019128,25,4071,162.84,201903
20190332824,2019310,20190012019128,79,3791,47.99,201903
20190361259,2019302,20190052019129,83,9233,111.24,201903
20190395890,2019312,20190052019129,21,4350,207.14,201903
20190352732,2019317,20190052019129,86,899,10.45,201903
20190360919,2019322,20190052019129,54,5803,107.46,201903
20190337873,2019302,20190052019130,54,2019,37.39,201903
20190300537,2019312,20190052019130,21,4484,213.52,201903
20190394039,2019317,20190052019130,83,8697,104.78,201903
20190327849,2019322,20190052019130,52,9755,187.6,201903
20190411652,2019305,20190022019111,59,9897,167.75,201904
20190449764,2019306,20190022019111,94,6785,72.18,201904
20190446191,2019307,20190022019111,44,3808,86.55,201904
20190481474,2019308,20190022019111,87,6591,75.76,201904
20190482778,2019309,20190022019111,70,9033,129.04,201904
20190455694,2019310,20190022019111,86,3807,44.27,201904
20190420168,2019311,20190022019111,81,3747,46.26,201904
20190483398,2019312,20190022019111,99,4199,42.41,201904
20190479348,2019316,20190022019111,20,2794,139.7,201904
20190491987,2019317,20190022019111,58,9239,159.29,201904
20190475274,2019323,20190022019111,75,5410,72.13,201904
20190495026,2019325,20190022019111,57,7802,136.88,201904
20190451342,2019326,20190022019111,85,5024,59.11,201904
20190406845,2019335,20190022019111,98,3052,31.14,201904
20190469948,2019328,20190022019111,34,6953,204.5,201904
20190405051,2019330,20190022019111,23,1054,45.83,201904
20190453271,2019332,20190022019111,81,7725,95.37,201904
20190497069,2019333,20190022019111,75,1261,16.81,201904
20190496944,2019305,20190022019112,65,708,10.89,201904
20190421407,2019306,20190022019112,71,8591,121.0,201904
20190480805,2019307,20190022019112,93,3168,34.06,201904
20190497297,2019308,20190022019112,36,4604,127.89,201904
20190496172,2019309,20190022019112,81,3938,48.62,201904
20190489944,2019310,20190022019112,72,2158,29.97,201904
20190448760,2019311,20190022019112,64,3736,58.38,201904
20190440308,2019312,20190022019112,53,9323,175.91,201904
20190479125,2019316,20190022019112,36,2567,71.31,201904
20190413670,2019317,20190022019112,38,9229,242.87,201904
20190486491,2019323,20190022019112,27,6945,257.22,201904
